enName,newCases,weight,YTDweight,myName,zhName,location,status,Deaths,index case,Other notes
Jalan Ho Pin,0,18.0,18.0,Jalan Ho Pin,Jalan Ho Pin,"Samarahan, Kuching, Serian",,,,
Tapak Bina Persiaran Freesia,0,394.0,394.0,Tapak Bina Persiaran Freesia,Tapak Bina Persiaran Freesia,Kuala Langat,,,,
Teknologi Emas,0,279.0,279.0,Teknologi Emas,Teknologi Emas,Kuala Langat,active,2.0,,
Jalan Jenjarum,0,32.0,32.0,Jalan Jenjarum,Jalan Jenjarum,Petaling,,,,
Bukit Putra,0,56.0,56.0,Bukit Putra,Bukit Putra,Gombak,,,,
Simpang Tiga Muar,0,55.0,55.0,Simpang Tiga Muar,Simpang Tiga Muar,Muar,,,,
Jalan Mega Satu,0,9.0,9.0,Jalan Mega Satu,Jalan Mega Satu,Johor Bahru,,,,
Merotai Besar,0,32.0,32.0,Merotai Besar,Merotai Besar,Kalabakan,,,,
Genting Terang,0,26.0,26.0,Genting Terang,Genting Terang,"Barat Daya, Seberang Perai Selatan",active,,,
Kampung Telekong,0,41.0,41.0,Kampung Telekong,Kampung Telekong,"Kuala Krai, Machang",,,,
Kampung Columbia,0,16.0,16.0,Kampung Columbia,Kampung Columbia,Manjung,,,,
Industri 19,0,60.0,60.0,Industri 19,Industri 19,"Petaling, Gombak",,,,
SS Lapan,0,53.0,53.0,SS Lapan,SS Lapan,"Klang, Kuala Selangor, Petaling",,,,
Industri Jalan Empat,0,12.0,12.0,Industri Jalan Empat,Industri Jalan Empat,"Hulu Langat, Klang, Sepang",,,,
Jalan Putra Silang,0,10.0,10.0,Jalan Putra Silang,Jalan Putra Silang,"Kepong, Cheras, Lembah Pantai, Bentong",,,,
Lorong Murni,0,50.0,50.0,Lorong Murni,Lorong Murni,Seberang Perai Utara,,1.0,,
Kampung Mak Teh,0,24.0,24.0,Kampung Mak Teh,Kampung Mak Teh,Batang Padang,,,,
Tapak Bina Indera Mahkota,0,10.0,10.0,Tapak Bina Indera Mahkota,Tapak Bina Indera Mahkota,Kuantan,,,,
Jalan Wawasan 16,0,40.0,40.0,Jalan Wawasan 16,Jalan Wawasan 16,Batu Pahat,,1.0,,
Perindustrian Lukut,0,48.0,48.0,Perindustrian Lukut,Perindustrian Lukut,Kota Tinggi,,,,
Jalan Ulu Choh,0,135.0,135.0,Jalan Ulu Choh,Jalan Ulu Choh,Pontian,,,,
Jalan Dato Yunus,0,8.0,8.0,Jalan Dato Yunus,Jalan Dato Yunus,Johor Bahru,,,,
Lorong Bakau,0,169.0,169.0,Lorong Bakau,Lorong Bakau,Seberang Perai,,,,
Vista Hilir,0,51.0,51.0,Vista Hilir,Vista Hilir,"Timur Laut, Barat Daya",,,,
Jalan Enam,0,24.0,24.0,Jalan Enam,Jalan Enam,Petaling,,,,
Pasar Bidor,0,42.0,42.0,Pasar Bidor,Pasar Bidor,Batang Padang,,1.0,,
Sinsingon,0,350.0,350.0,Sinsingon,Sinsingon,Nabawan,,2.0,,
Jalan Damai,0,28.0,28.0,Jalan Damai,Jalan Damai,Klang,,,,
Subang Tiga,0,18.0,18.0,Subang Tiga,Subang Tiga,Petaling,,,,
Jalan Serendah,0,223.0,223.0,Jalan Serendah,Jalan Serendah,"Petaling, Gombak, Sepang, Klang",,,,
Taman Mawar,0,41.0,41.0,Taman Mawar,Taman Mawar,Sandakan,,,,
Tapak Bina Digital Lapan,0,137.0,137.0,Tapak Bina Digital Lapan,Tapak Bina Digital Lapan,"Kulai, Johor Bahru",,,,
Jalan Tebrau Pandan,0,42.0,42.0,Jalan Tebrau Pandan,Jalan Tebrau Pandan,Johor Bahru,active,,,The Store supermarket
Jalan Cyber Sembilan,0,15.0,15.0,Jalan Cyber Sembilan,Jalan Cyber Sembilan,Kulai,,,,
Jalan Setiawangsa,0,139.0,139.0,Jalan Setiawangsa,Jalan Setiawangsa,Titiwangsa,,,,
Jalan Bayam,0,18.0,18.0,Jalan Bayam,Jalan Bayam,"Cheras, Titiwangsa",,,,
Tapak Bina Jalan Ekar,0,60.0,60.0,Tapak Bina Jalan Ekar,Tapak Bina Jalan Ekar,Seremban,,,,
Jalan Muhibbah,0,370.0,370.0,Jalan Muhibbah,Jalan Muhibbah,Betong,,2.0,,
Jalan PKNK 3/3,0,50.0,50.0,Jalan PKNK 3/3,Jalan PKNK 3/3,Kuala Muda,,,,
Tapak Bina Lombong Timah,0,46.0,46.0,Tapak Bina Lombong Timah,Tapak Bina Lombong Timah,"Kuala Langat, Petaling, Klang, Seremban",,,,
Tapak Bina Jalan Kota,0,11.0,11.0,Tapak Bina Jalan Kota,Tapak Bina Jalan Kota,,,,,
Pasar Jalan Putra,0,9.0,9.0,Pasar Jalan Putra,Pasar Jalan Putra,,,,,
Tapak Bina Sungai Batu,0,52.0,52.0,Tapak Bina Sungai Batu,Tapak Bina Sungai Batu,,,,,
Emperoh Jambu,0,376.0,376.0,Emperoh Jambu,Emperoh Jambu,,,,,funeral at kg emperoh jambu. index case's wife's funeral.
Sungai Bakong,0,207.0,207.0,Sungai Bakong,Sungai Bakong,,,,,SMK Maradong
Hilir Sungai Kluang,0,64.0,64.0,Hilir Sungai Kluang,Hilir Sungai Kluang,,,,,
Industri Sungai Gadut,0,1821.0,1821.0,Industri Sungai Gadut,Industri Sungai Gadut,"Seremban, Rembau, Tampin, Port Dickson",,,,
Jalan Kota Kulai,0,36.0,36.0,Jalan Kota Kulai,Jalan Kota Kulai,Kulai,,,,
Jalan Cemerlang Besi,0,36.0,36.0,Jalan Cemerlang Besi,Jalan Cemerlang Besi,Johor Bahru,,,,
Jalan Kelapa Mawar,0,22.0,22.0,Jalan Kelapa Mawar,Jalan Kelapa Mawar,Batu Pahat,,,,
Jalan Pandan Ria,0,13.0,13.0,Jalan Pandan Ria,Jalan Pandan Ria,Johor Bahru,,,,
Jalan Persiaran Cemerlang,0,26.0,26.0,Jalan Persiaran Cemerlang,Jalan Persiaran Cemerlang,Johor Bahru,,,,
Perusahaan Baru,0,101.0,101.0,Perusahaan Baru,Perusahaan Baru,Seerang Perai Tengah,,,,
Jalan Perusahaan Satu,0,43.0,43.0,Jalan Perusahaan Satu,Jalan Perusahaan Satu,Hulu Langat,,,,
Perdana Tiga,0,53.0,53.0,Perdana Tiga,Perdana Tiga,Gombak,,,,
Jalan Lapangan Terbang,0,95.0,95.0,Jalan Lapangan Terbang,Jalan Lapangan Terbang,"Kulai, Johor Bahru, Pontian",,,,
Jalan Tanjung Enam,0,17.0,17.0,Jalan Tanjung Enam,Jalan Tanjung Enam,Johor Bahru,,,,
Jalan Wawasan 14,0,17.0,17.0,Jalan Wawasan 14,Jalan Wawasan 14,Batu Pahat,,,,
Batu Dua Setengah,0,100.0,100.0,Batu Dua Setengah,Batu Dua Setengah,Batu Pahat,,,,
Jalan Pasar,0,13.0,13.0,Jalan Pasar,Jalan Pasar,Kota Belud,,,,
Jalan Pelabuhan,0,1362.0,1362.0,Jalan Pelabuhan,Jalan Pelabuhan,Manjung,,1.0,,
Batu Sebelas,0,48.0,48.0,Batu Sebelas,Batu Sebelas,"Kinta, Kuala Kangsar",,,,
Tapak Bina Kasia,0,52.0,52.0,Tapak Bina Kasia,Tapak Bina Kasia,Seremban,,,,
Kompleks Perabut,0,123.0,123.0,Kompleks Perabut,Kompleks Perabut,Kuala Langat,,,,
Jalan Sementa,0,21.0,21.0,Jalan Sementa,Jalan Sementa,Petaling,,,,
Jalan Murni 12,0,388.0,388.0,Jalan Murni 12,Jalan Murni 12,Kulai,,,,
Jalan Kota Murni,0,12.0,12.0,Jalan Kota Murni,Jalan Kota Murni,Batu Pahat,,,,
Jalan Indah Utama,0,24.0,24.0,Jalan Indah Utama,Jalan Indah Utama,"Kulai, Johor Bahru, Kota Tinggi",,,,
Jalan Tun Mutahir,0,148.0,148.0,Jalan Tun Mutahir,Jalan Tun Mutahir,Kota Tinggi,,,,
Parit Haji Khamis,0,18.0,18.0,Parit Haji Khamis,Parit Haji Khamis,Batu Pahat,,,,
Kejatau,0,20.0,20.0,Kejatau,Kejatau,Sri Aman,,,,
Jalan Green,0,33.0,33.0,Jalan Green,Jalan Green,Kuching,,,,
Jalan Kuchai,0,28.0,28.0,Jalan Kuchai,Jalan Kuchai,Lembah Pantai,,,,
Singgahmata,0,46.0,46.0,Singgahmata,Singgahmata,Lahad Datu,,,,
Bukit Petiti,0,77.0,77.0,Bukit Petiti,Bukit Petiti,"Kuala Terengganu, Marang, Dungun",,2.0,,
Kubang Jambu,0,9.0,9.0,Kubang Jambu,Kubang Jambu,"Kuala Nerus, Kuala Terengganu, Marang",,,,
Jalan Industri Kidamai,0,35.0,35.0,Jalan Industri Kidamai,Jalan Industri Kidamai,Hulu Langat,,,,
Jalan Jitu,0,51.0,51.0,Jalan Jitu,Jalan Jitu,Klang,,,,
Jalan Bukit Kemuning,0,67.0,67.0,Jalan Bukit Kemuning,Jalan Bukit Kemuning,Klang,,,,
Jalan Hulu Tinggi,0,71.0,71.0,Jalan Hulu Tinggi,Jalan Hulu Tinggi,"Klang, Gombak, Kuala Selangor, Petaling",,,,
Mayang,0,84.0,84.0,Mayang,Mayang,Petaling,,,,
Kidamai,0,22.0,22.0,Kidamai,Kidamai,Hulu Langat,active,,,
Lot Satu,0,14.0,14.0,Lot Satu,Lot Satu,Penampang,,,,
Lot Tujuh,0,18.0,18.0,Lot Tujuh,Lot Tujuh,Penampang,,,,
Mediacity,0,20.0,20.0,Mediacity,Mediacity,"Cheras, Lembah Pantai, Titiwangsa, Putrajaya",,,,
Jalan Perindustrian Estate,0,71.0,71.0,Jalan Perindustrian Estate,Jalan Perindustrian Estate,"Kulai, Kota Tinggi, Johor Bahru",,,,
Jalan DPB Tiga,0,52.0,52.0,Jalan DPB Tiga,Jalan DPB Tiga,"Johor Bahru, Kulai",,,,
Perindustrian Fasa Dua,0,28.0,28.0,Perindustrian Fasa Dua,Perindustrian Fasa Dua,"Kulai, Kota Tinggi",,,,
Jalan Sri Putri,0,35.0,35.0,Jalan Sri Putri,Jalan Sri Putri,Kulai,,,,
Jalan Tebrau Dua,0,23.0,23.0,Jalan Tebrau Dua,Jalan Tebrau Dua,Johor Bahru,,,,
Lintang Kampung Jawa,0,153.0,153.0,Lintang Kampung Jawa,Lintang Kampung Jawa,"Barat Daya, Seberang Perai Selatan, Seberang Perai Tengah, Seberang Perai Utara, Timur Laut",,,,
Jalan Changkat Jong,0,2023.0,2023.0,Jalan Changkat Jong,Jalan Changkat Jong,"Hilir Perak, Perak Tengah",,,,
Jalan Telok Ira,0,96.0,96.0,Jalan Telok Ira,Jalan Telok Ira,Temerloh,active,2.0,,
Kampung Jawek,0,9.0,9.0,Kampung Jawek,Kampung Jawek,Besut,,,,
Jalan Lazuardi,0,26.0,26.0,Jalan Lazuardi,Jalan Lazuardi,Petaling,,,,
Jalan Industri Tiga,0,18.0,18.0,Jalan Industri Tiga,Jalan Industri Tiga,Gombak,,,,
Tapak Bina Jalan Emas,0,77.0,77.0,Tapak Bina Jalan Emas,Tapak Bina Jalan Emas,Petaling,,,,
Jalan Rawang,0,111.0,111.0,Jalan Rawang,Jalan Rawang,Gombak,,,,
Jalan DC,0,13.0,13.0,Jalan DC,Jalan DC,Kuala Selangor,,,,
Jalan Subang,0,53.0,53.0,Jalan Subang,Jalan Subang,Petaling,,,,
Tapak Bina Seksyen Satu,0,72.0,72.0,Tapak Bina Seksyen Satu,Tapak Bina Seksyen Satu,Hulu Langat,,,,
Jalan Persiaran Cyber,0,171.0,171.0,Jalan Persiaran Cyber,Jalan Persiaran Cyber,"Kota Tinggi, Johor Bahru, Kulai",,,,
Jalan Payamanis,0,54.0,54.0,Jalan Payamanis,Jalan Payamanis,Johor Bahru,,1.0,,
Senai Murni Empat,0,18.0,18.0,Senai Murni Empat,Senai Murni Empat,Kulai,,,,
Jalan Perindustrian Murni,0,19.0,19.0,Jalan Perindustrian Murni,Jalan Perindustrian Murni,"Kulai, Johor Bahru, Kota Tinggi",,,,
Industri Tekstil Nilai,0,508.0,508.0,Industri Tekstil Nilai,Industri Tekstil Nilai,"Seremban, Port Dickson",active,,,
Tapak Bina Jalan Sultan,0,150.0,150.0,Tapak Bina Jalan Sultan,Tapak Bina Jalan Sultan,Lembah Pantai,,,,
Jan Yong,0,24.0,24.0,Jan Yong,Jan Yong,Kapit,,,,
Pulau Rusa,0,26.0,26.0,Pulau Rusa,Pulau Rusa,"Marang, Kuala Nerus, Kuala Terengganu, Dungun",,,,
Rawang Bestari,0,128.0,128.0,Rawang Bestari,Rawang Bestari,Gombak,active,,,
Jalan Industri Dua Belas,0,48.0,48.0,Jalan Industri Dua Belas,Jalan Industri Dua Belas,Petaling,,,,
Jalan Apas Empat,0,72.0,72.0,Jalan Apas Empat,Jalan Apas Empat,"Kalabakan, Tawau",,,,
Simpang Tiga,0,115.0,115.0,Simpang Tiga,Simpang Tiga,"Kota Belud, Kota Marudu, Pitas",,,,
Tapak Bina Jalan Segambut,0,353.0,353.0,Tapak Bina Jalan Segambut,Tapak Bina Jalan Segambut,Kepong,,,,
Industri Cyber,0,164.0,164.0,Industri Cyber,Industri Cyber,"Kulai, Johor Bahru, Melaka Tengah",,,,
Jalan Pelepas Empat,0,93.0,93.0,Jalan Pelepas Empat,Jalan Pelepas Empat,Johor Bahru,,,,
Wawasan Kulai,0,94.0,94.0,Wawasan Kulai,Wawasan Kulai,"Kota Tinggi, Kulai",,,,
Package Pengerang,0,10.0,10.0,Package Pengerang,Package Pengerang,Kota Tinggi,,,,
Jalan Kayu Manis,0,27.0,27.0,Jalan Kayu Manis,Jalan Kayu Manis,Manjung,,,,
Jalan Day,0,12.0,12.0,Jalan Day,Jalan Day,"Kubang Pasu, Kota Setar",,,,
Univista,0,61.0,61.0,Univista,Univista,Kuching,,,,
Gelong,0,296.0,296.0,Gelong,Gelong,Kapit,,,,
Kampung Sungai Maong,0,54.0,54.0,Kampung Sungai Maong,Kampung Sungai Maong,Kuching,,,,
Kidurong Dua,0,14.0,14.0,Kidurong Dua,Kidurong Dua,Bintulu,,,,
Jalan Geronggang,0,43.0,43.0,Jalan Geronggang,Jalan Geronggang,Sibu,,,,
Jengka Tujuh,0,44.0,44.0,Jengka Tujuh,Jengka Tujuh,"Maran, Jerantut",,,,
Jalan Kepong,0,34.0,34.0,Jalan Kepong,Jalan Kepong,Kuala Selangor,,,,
Jalan Tropicana,0,25.0,25.0,Jalan Tropicana,Jalan Tropicana,Petaling,,,,
Jalan Bursa,0,47.0,47.0,Jalan Bursa,Jalan Bursa,"Petaling, Klang",,,,
Jalan Tiga Belas,0,62.0,62.0,Jalan Tiga Belas,Jalan Tiga Belas,"Petaling, Kuala Selangor",,,,
Jalan Baru,0,81.0,81.0,Jalan Baru,Jalan Baru,"Seberang Perai Tengah, Seberang Perai Utara",,,,
Tapak Bina Persiaran Mutiara,0,27.0,27.0,Tapak Bina Persiaran Mutiara,Tapak Bina Persiaran Mutiara,Timur Laut,,,,
Jalan Jinjang,0,31.0,31.0,Jalan Jinjang,Jalan Jinjang,Kepong,,,,
Jalan Senai Utama,0,147.0,147.0,Jalan Senai Utama,Jalan Senai Utama,Kulai,,,,
Teknologi Lot Enam,0,329.0,329.0,Teknologi Lot Enam,Teknologi Lot Enam,"Melaka Tengah, Jasin, Alor Gajah",active,,,
Guntong Dalam,0,49.0,49.0,Guntong Dalam,Guntong Dalam,"Setiu, Besut",,,,
Pengkalan Teras,0,29.0,29.0,Pengkalan Teras,Pengkalan Teras,Besut,,,,
Tembok Tapah,0,927.0,927.0,Tembok Tapah,Tembok Tapah,Batang Padang,,,,
Jalan Cheras,0,53.0,53.0,Jalan Cheras,Jalan Cheras,Hulu Langat,,,,
Jalan Istimewa Cemerlang,0,119.0,119.0,Jalan Istimewa Cemerlang,Jalan Istimewa Cemerlang,Johor Bahru,active,,,
Batu 57,0,13.0,13.0,Batu 57,Batu 57,Batu Pahat,active,,,
Jalan Usaha Satu,0,72.0,72.0,Jalan Usaha Satu,Jalan Usaha Satu,"Johor Bahru, Pontian",,,,
Jalan Tebrau Khas,0,65.0,65.0,Jalan Tebrau Khas,Jalan Tebrau Khas,"Johor Bahru, Kulai",active,,,
Jalan Persiaran Teknologi Kulai,0,58.0,58.0,Jalan Persiaran Teknologi Kulai,Jalan Persiaran Teknologi Kulai,"Johor Bahru, Kulai",,1.0,,
Tapak Bina Jalan Setia,0,68.0,68.0,Tapak Bina Jalan Setia,Tapak Bina Jalan Setia,Petaling,,,,
Jalan Jelatek,0,35.0,35.0,Jalan Jelatek,Jalan Jelatek,Gombak,active,,,
Jalan Sepuluh,0,36.0,36.0,Jalan Sepuluh,Jalan Sepuluh,Petaling,,,,
Ria Jaya,0,113.0,113.0,Ria Jaya,Ria Jaya,Kuala Muda,,,,
Patikang Ulu,0,81.0,81.0,Patikang Ulu,Patikang Ulu,Keningau,active,,,
Jalan Badak,0,25.0,25.0,Jalan Badak,Jalan Badak,"Kinta, Kuala Kangsar",,,,
Industri Selesa,0,293.0,293.0,Industri Selesa,Industri Selesa,Petaling,,,,
Lebuh Keluli,0,169.0,169.0,Lebuh Keluli,Lebuh Keluli,"Klang, Kuala Langat, Petaling",active,,,
Persiaran Bunga Tanjung,0,101.0,101.0,Persiaran Bunga Tanjung,Persiaran Bunga Tanjung,"Seremban, Rembau",,,,
Bukit Tengah,0,43.0,43.0,Bukit Tengah,Bukit Tengah,"Dungun, Kemaman",,,,
Tapak Bina Jalil Utama,0,214.0,214.0,Tapak Bina Jalil Utama,Tapak Bina Jalil Utama,Cheras,,,,
Tapak Bina Lorong Peel,0,214.0,214.0,Tapak Bina Lorong Peel,Tapak Bina Lorong Peel,Cheras,,,,
Jalan Tun Razak,0,44.0,44.0,Jalan Tun Razak,Jalan Tun Razak,"Kepong, Cheras, Lembah Pantai, Petaling",,,,
Jalan Lengkok Satu,0,64.0,64.0,Jalan Lengkok Satu,Jalan Lengkok Satu,Johor Bahru,,,,
Jalan i-Park Satu,0,80.0,80.0,Jalan i-Park Satu,Jalan i-Park Satu,"Kulai, Johor Bahru",,,,
Persiaran Synergi Utama,0,228.0,228.0,Persiaran Synergi Utama,Persiaran Synergi Utama,"Kulai, Kota Tinggi",,,,
Jalan Seelong,0,328.0,328.0,Jalan Seelong,Jalan Seelong,Kulai,,,,
Jalan Perindustrian Elektronik,0,44.0,44.0,Jalan Perindustrian Elektronik,Jalan Perindustrian Elektronik,"Kulai, Kota Tinggi, Pontian, Muar",,,,
Jalan Besar Pontian,0,88.0,88.0,Jalan Besar Pontian,Jalan Besar Pontian,"Batu Pahat, Pontian",,,,
Ladang Pekan,0,21.0,21.0,Ladang Pekan ,Ladang Pekan ,Kluang,,,,
Perindustrian Pelepas,0,401.0,401.0,Perindustrian Pelepas,Perindustrian Pelepas,"Johor Bahru, Kluang, Kota Tinggi, Mersing, Kulai, Muar",,,,
Jalan Jelapang,0,78.0,78.0,Jalan Jelapang,Jalan Jelapang,"Kinta, Kuala Kangsar",,,,
Jalan Perusahaan Tiga,0,160.0,160.0,Jalan Perusahaan Tiga,Jalan Perusahaan Tiga,"Larut, Matang, Selama, Kerian",,1.0,,
Tapak Bina Damar,0,318.0,318.0,Tapak Bina Damar,Tapak Bina Damar,Sepang,,,,
Taman Industri,0,72.0,72.0,Taman Industri,Taman Industri,"Petaling, Kuala Selangor",active,,,
Tapak Bina Pantai Dalam,0,124.0,124.0,Tapak Bina Pantai Dalam,Tapak Bina Pantai Dalam,Lembah Pantai,,,,
Selambau,0,297.0,297.0,Selambau,Selambau,"Kuala Muda, Seberang Perai Utara",,,,
Teknologi Berendam,0,104.0,104.0,Teknologi Berendam,Teknologi Berendam,"Melaka Tengah, Jasin, Alor Gajah, Tampin, Sepang, Tangkak",,,,
Pangkal Changgong,0,68.0,68.0,Pangkal Changgong,Pangkal Changgong,"Machang, Pasir Puteh, Tanah Merah",,,,
Kampung Teluk,0,26.0,26.0,,,Manjung,,,,
Jalan Air Hitam,0,126.0,126.0,Jalan Air Hitam,Jalan Air Hitam,Kulai,,,,
Jalan Perindustrian Getah,0,111.0,111.0,Jalan Perindustrian Getah,Jalan Perindustrian Getah,"Kulai, Kota Tinggi, Johor Bahru",,,,
Kampung Tanjung Selabu,0,92.0,92.0,Kampung Tanjung Selabu,Kampung Tanjung Selabu,Muar,,,,
Jalan Raja Muar,0,59.0,59.0,Jalan Raja Muar,Jalan Raja Muar,Muar,,,,
Jalan Gemilang Lima,0,48.0,48.0,Jalan Gemilang Lima,Jalan Gemilang Lima,Johor Bahru,,,,
Jalan Bakawali Ramun,0,28.0,28.0,Jalan Bakawali Ramun,Jalan Bakawali Ramun,Kota Tinggi,,,,felda bukit ramun
Subang Delima,0,24.0,24.0,Subang Delima,Subang Delima,Petaling,,,,
Jalan Bukit Sentosa,0,24.0,24.0,Jalan Bukit Sentosa,Jalan Bukit Sentosa,Hulu Selangor,,,,
Tapak Bina Lembah Subang,0,146.0,146.0,Tapak Bina Lembah Subang,Tapak Bina Lembah Subang,Petaling,,,,
Jalan Berhala,0,21.0,21.0,Jalan Berhala,Jalan Berhala,Lembah Pantai,,,,
Jalan Telawi,0,35.0,35.0,Jalan Telawi,Jalan Telawi,"Lembah Pantai, Titiwangsa",,,,
Bukit Angkasa,0,104.0,104.0,Bukit Angkasa,Bukit Angkasa,Lembah Pantai,,,,
Perdana,0,256.0,256.0,Perdana,Perdana,Kuala Muda,,,,
Dedap,0,71.0,71.0,Dedap,Dedap,Yan,,,,
Jalan Bukit Baru,0,12.0,12.0,Jalan Bukit Baru,Jalan Bukit Baru,"Melaka Tengah, Jasin",,,,
Nanga Lijan,0,61.0,61.0,Nanga Lijan,Nanga Lijan,Julau,,,,
Tembok Bendera,0,462.0,462.0,Tembok Bendera,Tembok Bendera,"KInta, Batang Padang",,,,
Industri Wawasan,0,61.0,61.0,Industri Wawasan,Industri Wawasan,Klang,,,,
Batu 20,0,61.0,61.0,Batu 20,Batu 20,Gombak,,,,
Tapak Bina Persiaran Sepang,0,31.0,31.0,Tapak Bina Persiaran Sepang,Tapak Bina Persiaran Sepang,Sepang,,,,
Tapak Bina Jalan Tandok,0,27.0,27.0,Tapak Bina Jalan Tandok,Tapak Bina Jalan Tandok,Lembah Pantai,,,,
Jalan Dua Belas,0,21.0,21.0,Jalan Dua Belas,Jalan Dua Belas,"Kepong, Titiwangsa",,,,
Jalan Tiga KKIP,0,110.0,110.0,Jalan Tiga KKIP,Jalan Tiga KKIP,Kota Kinabalu,,,,
Jalan Uda Utama,0,20.0,20.0,Jalan Uda Utama,Jalan Uda Utama,Johor Bahru,,,,
Jalan Kancil Waha,0,11.0,11.0,Jalan Kancil Waha,Jalan Kancil Waha,Kota Tinggi,,,,
Lorong Sahabat,0,22.0,22.0,Lorong Sahabat,Lorong Sahabat,Kluang,,,,
Lorong Bersatu Damai,0,44.0,44.0,Lorong Bersatu Damai,Lorong Bersatu Damai,"Kota Kinabalu, Tuaran, Penampang",,,,
Senai City Lapan,0,114.0,114.0,Senai City Lapan,Senai City Lapan,"Kulai, Johor Bahru",,,,
Tapak Bina Persiaran Puteri,0,37.0,37.0,Tapak Bina Persiaran Puteri,Tapak Bina Persiaran Puteri,Petaling,,,,
Kejuruteraan Subang Baru,0,84.0,84.0,Kejuruteraan Subang Baru,Kejuruteraan Subang Baru,Petaling,,,,
Industri Mahkota,0,22.0,22.0,Industri Mahkota,Industri Mahkota,Kuala Langat,,,,
Hulu Jerocco,0,62.0,62.0,Hulu Jerocco,Hulu Jerocco,Kinabatangan,,,,
Tapak Bina Jalan Pantai,0,167.0,167.0,Tapak Bina Jalan Pantai,Tapak Bina Jalan Pantai,Lembah Pantai,,,,
Jalan Budiman,0,9.0,9.0,Jalan Budiman,Jalan Budiman,Cheras,,,,
Besi Cyber,0,28.0,28.0,Besi Cyber,Besi Cyber,Kulai,,,,
Jalan Parit Mesjid,0,23.0,23.0,Jalan Parit Mesjid,Jalan Parit Mesjid,Muar,,,,
Jalan Cyber 14,0,35.0,35.0,Jalan Cyber 14,Jalan Cyber 14,Kulai,,,,
Dialisis Masjid Tanah,0,24.0,24.0,Dialisis Masjid Tanah,Dialisis Masjid Tanah,"Alor Gajah, Jasin, Melaka Tengah, Rembau",,,,
Lengkok Emas,0,55.0,55.0,Lengkok Emas,Lengkok Emas,Seremban,,,,
Jalan Sungai Rasa,0,82.0,82.0,Jalan Sungai Rasa,Jalan Sungai Rasa,Klang,,,,
Jalan Teknologi,0,112.0,112.0,Jalan Teknologi,Jalan Teknologi,"Petaling, Gombak, Klang",,,,
Persiaran Hulu,0,19.0,19.0,Persiaran Hulu,Persiaran Hulu,Petaling,,,,
Tapak Bina Persiaran Mokhtar,0,86.0,86.0,Tapak Bina Persiaran Mokhtar,Tapak Bina Persiaran Mokhtar,Kuala Selangor,,,,
Batu 38,0,21.0,21.0,Batu 38,Batu 38,Kalabakan,,,,
Lengkok Pantai,0,35.0,35.0,Lengkok Pantai,Lengkok Pantai,"Lembah Pantai, Kepong, Tititwangsa",,,,
Jalan Cyber Lima,0,101.0,101.0,Jalan Cyber Lima,Jalan Cyber Lima,"Kulai, Johor Bahru",,,,
Seri Menanti,0,27.0,27.0,Seri Menanti,Seri Menanti,Kluang,,,,
Jalan Harmonium,0,53.0,53.0,Jalan Harmonium,Jalan Harmonium,Johor Bahru,,,,
Laman Desaru,0,18.0,18.0,Laman Desaru,Laman Desaru,Kota Tinggi,,,,
Taman Bukit Petaling,0,27.0,27.0,Taman Bukit Petaling,Taman Bukit Petaling,"Seremban, Jelebu",,,,
Sebangkoi,0,34.0,34.0,Sebangkoi,Sebangkoi,Sri Aman,,,,
Kampung Tandak,0,33.0,33.0,Kampung Tandak,Kampung Tandak,"Besut, Setiu",,,,
Tapak Bina Lembah Selatan,0,322.0,322.0,Tapak Bina Lembah Selatan,Tapak Bina Lembah Selatan,Sepang,,,,
Jalan Bagan,0,27.0,27.0,Jalan Bagan,Jalan Bagan,"Sabak Bernam, Klang",,,,
Ampang Campuran,0,14.0,14.0,Ampang Campuran,Ampang Campuran,"Hulu Langat, Cheras",,,,
Jalan Gangsa Dua,0,30.0,30.0,Jalan Gangsa Dua,Jalan Gangsa Dua,Johor Bahru,,,,
Taman Segar,0,20.0,20.0,Taman Segar,Taman Segar,Muallim,,,,
Lorong Mawar,0,15.0,15.0,Lorong Mawar,Lorong Mawar,"Hilir Perak, Batang Padang",,,,
Seruas,0,83.0,83.0,Seruas,Seruas,"Miri, Beluru",,,,
Industri Kampung Baru,0,167.0,167.0,Industri Kampung Baru,Industri Kampung Baru,Petaling,,,,
Jalan Banting-Klang,0,16.0,16.0,Jalan Banting-Klang,Jalan Banting-Klang,Kuala Langat,,,,
Gudang Salak Tinggi,0,203.0,203.0,Gudang Salak Tinggi,Gudang Salak Tinggi,Sepang,,,,
Jalan Kuala Selangor,0,17.0,17.0,Jalan Kuala Selangor,Jalan Kuala Selangor,Kuala Selangor,active,,,
Lingkaran Cyber,0,29.0,29.0,Lingkaran Cyber,Lingkaran Cyber,"Sepang, Petaling",,,,
Jalan Chester,0,12.0,12.0,Jalan Chester,Jalan Chester,Tawau,,,,
Jalan Istimewa Tujuh,0,68.0,68.0,Jalan Istimewa Tujuh,Jalan Istimewa Tujuh,"Johor Bahru, Kota Tinggi",active,,,Meiban factory
Jalan Bayu Satu,0,18.0,18.0,Jalan Bayu Satu,Jalan Bayu Satu,Johor Bahru,,,,
Tapak Bina Jalan Sungai Besi,0,12.0,12.0,Tapak Bina Jalan Sungai Besi,Tapak Bina Jalan Sungai Besi,Cheras,,,,
Jalan Tun Mutalib,0,6.0,6.0,Jalan Tun Mutalib,Jalan Tun Mutalib,Kota Tinggi,,,,
