enName,newCases,weight,YTDweight,myName,zhName,location,status,Deaths,index case,Other notes
Tapak Bina Pelangi,0,51.0,51.0,Tapak Bina Pelangi,彩虹工地,Kepong,,,,
May Indah,0,34.0,34.0,May Indah,梅英达,"Timur Laut, Barat Daya, Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan",,,,
Delima,0,10.0,10.0,Delima,德里玛,"Titiwangsa, Gombak, Hulu Langat",,,,
Wawasan,0,13.0,13.0,Wawasan,宏愿,"Petaling, Lembah Pantai, Putrajaya",,,,
Estate Maju,0,29.0,29.0,Estate Maju,玛珠地产,"Kota Kinabalu, Tuaran, Putatan",,,,
Batu 39,0,101.0,101.0,Batu 39,39哩,Pontian,,,,
Tapak Bina Metropolis,0,301.0,301.0,Tapak Bina Metropolis,大都会工地,Kepong,,,,construction
Long Panji,0,17.0,17.0,Long Panji,隆班基,"Kota Bharu, Machang",,,,
Brumas,0,47.0,47.0,Brumas,布鲁马斯,Kalabakan,,1.0,,
Jalan Timah,0,87.0,87.0,Jalan Timah,迪马路,"Johor Bahru, Kulai",,,,
Tapak Bina Jalan Zuhrah,0,246.0,246.0,Tapak Bina Jalan Zuhrah,祖拉路工地,"Petaling, Titiwangsa",,,,construction
Keris Residence,0,50.0,50.0,Keris Residence,克里斯公寓,"Kota Kinabalu, Tuaran",,,,
Sugud,0,51.0,51.0,Sugud,苏古,"Penampang, Papar",,,,
Tapak Bina Jalan Tengah,0,13.0,13.0,Tapak Bina Jalan Tengah,中间路工地,Lembah Pantai,,,,construction
Persiaran Heights,0,94.0,94.0,Persiaran Heights,柏希兰高原,"Seremban, Kuala Pilah, Kinta, Manjong, Titiwangsa, Cheras",,1.0,,supermarket
Tembok Gajah,0,813.0,813.0,Tembok Gajah,大象墙,"Kluang, Pontian, Kulai",,1.0,,
Utama Rini,0,23.0,23.0,Utama Rini,乌达玛里尼,"Johor Bahru, Kulai, Pontian",,,,
Jalan Rusa,0,154.0,154.0,Jalan Rusa,鹿沙路,Cheras,,,,
Maringkan,0,38.0,38.0,Maringkan,马林干,"Telupid, Ranau",,,,
Tapak Bina Permai,0,250.0,250.0,Tapak Bina Permai,柏迈工地,Lembah Pantai,,,,
Puncak Galaksi,0,180.0,180.0,Puncak Galaksi,本查卡拉西,"Kuala Selangor, Klang",,,,
Bukit Punai,0,17.0,17.0,Bukit Punai,武吉布乃,Kota Kinabalu,,,,
Tapak Bina Matahari,0,32.0,32.0,Tapak Bina Matahari,太阳工地,Titiwangsa,,,,
Tapak Bina Laut,0,36.0,36.0,Tapak Bina Laut,拉勿工地,"Pantai, Cheras, Kepong",,,,
Cahaya Mahsuri,0,44.0,44.0,Cahaya Mahsuri,玛苏丽光,"Johor Bahru, Kota Tinggi, Pontian",,,,
Inten,0,10.0,10.0,Inten,英迪,Kuantan,,,,
Hujung Pasir,0,85.0,85.0,Hujung Pasir,乌绒巴西,Labuan,,,,
Kuala,0,33.0,33.0,Kuala,瓜拉,Kuantan,,,,
Tapak Bina Rimbun,0,93.0,93.0,Tapak Bina Rimbun,林本工地,Seremban,,,,construction
Bukit Gemok,0,10.0,10.0,Bukit Gemok,武吉哥目,Tawau,,,,
Dang Mutiara,0,56.0,56.0,Dang Mutiara,当珍珠,"Gombak, Kuala Selangor, Dungun, Besut, Kemaman, Kuala Terengganu, Marang, Jelebu, Seremban",,,,
Tapak Bina Cendana,0,30.0,30.0,Tapak Bina Cendana,珍达纳工地,"Titiwangsa, Lembah Pantai, Cheras",,,,construction
Erima,0,2238.0,2238.0,Erima,埃里马,Gombak,,,,workers
Langkasuka,0,68.0,68.0,Langkasuka,狼牙修,"Kulai, Johor Bahru",,,,
Jalan College,0,21.0,21.0,Jalan College,学院路,"Seremban, Petaling",,,,workers
Tapak Bina Condong,0,30.0,30.0,Tapak Bina Condong,川东工地,"Lembah Pantai, Titiwangsa, Cheras",,,,construction
Jalan Dalam,0,31.0,31.0,Jalan Dalam,达兰路,"Kulai, Batu Pahat, Johor Bahru",,,,construction
Tenun Merah,0,95.0,95.0,Tenun Merah,红纺织,Batu Pahat,,,,factory 
Kupi-kupi,0,38.0,38.0,Kupi-kupi,咖啡咖啡,Penampang,,,,
Jalan Kemang,0,22.0,22.0,Jalan Kemang,甘望路,Port Dickson,,,,
Bandar Impian,0,12.0,12.0,Bandar Impian,金峦镇,"Kluang, Pasir Puteh, Kuala Kangsar",,1.0,,
Tapak Bina Darul,0,21.0,21.0,Tapak Bina Darul,达鲁工地,"Kepong, Titiwangsa, Lembah Pantai",,,,construction
Tapak Bina Awan Lembah,0,106.0,106.0,Tapak Bina Awan Lembah,阿旺冷巴工地,"Lembah Pantai, Titiwangsa, Klang",,,,construction
Malawati,0,16.0,16.0,Malawati,马拉瓦蒂,Kuala Selangor,,,,
Jalan Tampoi,0,141.0,141.0,"Jalan Tampoi
",淡杯路,"Johor Bahru, Kulai, Pontian, Kuala Terengganu
",,,,shopping mall (Angsana Mall)
Pulau Berhala,0,65.0,65.0,"Pulau Berhala
",巴哈拉岛,"Sandakan, Jelebu, Sepang
",,,,
Jalan Domis,0,78.0,78.0,"Jalan Domis
",多米斯路,"Penampang, Kota Kinabalu, Tongod
",,,,
Andalas,0,36.0,36.0,"Andalas
",安达拉斯,Klang,,,,
Tapak Bina Bulatan,0,198.0,198.0,"Tapak Bina Bulatan
",交通圈工地,"Cheras, Titiwangsa, Lembah Pantai
",,,,construction
Tapak Bina Galeri,0,29.0,29.0,Tapak Bina Galeri,展览馆工地,"Lembah Pantai, Cheras",,,,construction
Bukit Dalam,0,13.0,13.0,Bukit Dalam,武吉达兰,Lembah Pantai,,,,
Cempaka,0,24.0,24.0,Cempaka,真巴卡,"Kulai, Kluang",,1.0,,
Sungai Cincin,0,16.0,16.0,Sungai Cincin,金金河,"Batang Padang, Segamat, Klang",,,,
Huma,0,74.0,74.0,Huma,胡马,"Kota Bharu, Pasir Puteh",,,,
Jalan Genting,0,465.0,465.0,Jalan Genting,云顶路,"Bentong, Titiwangsa",,,,
Monsoon,0,20.0,20.0,Monsoon,季风,Petaling,,,,
Jalan Kilang,0,27.0,27.0,Jalan Kilang,工厂路,Lahad Datu,,,,
Perdana Enam,0,51.0,51.0,Perdana Enam,柏兰岭恩南,Lahad Datu,,,,
Jalan Kubota,0,22.0,22.0,Jalan Kubota,枯波达路,Tawau,,,,
Seri Wangsa,0,11.0,11.0,Seri Wangsa,斯里旺沙,,,,,
Baloi,0,42.0,42.0,Baloi,巴来,"Pontian, Johor Bahru",,,,
Impian,0,17.0,17.0,Impian,英比安,,,,,Hospital Sg Buloh healthcare workers
Desa Pinang,0,104.0,104.0,Desa Pinang,迪沙槟廊,"Kepong, Lembah Pantai, Titiwangsa, Cheras, Gombak",,,,
View Kolombong,0,53.0,53.0,View Kolombong,加隆邦景,"Kota Kinabalu, Tuaran",,,,
Talang-talang,0,26.0,26.0,Talang-talang,达浪达浪,Kota Kinabalu,,,,
Jalan Lapan,0,72.0,72.0,Jalan Lapan,八路,"Hulu Langat, Cheras, Kepong, Titiwangsa, Lembah Pantai",,,,
Nibong,0,91.0,91.0,Nibong,尼邦,Johor Bahru,,,,
Batu Sembilan,0,29.0,29.0,Batu Sembilan,九哩,"Kuala Langat, Klang, Petaling, Kuala Selangor",,,,HTAR healthcare workers and catering department
Batu Lima,0,54.0,54.0,Batu Lima,五哩,Kota Kinabalu,,,,
Hilir,0,27.0,27.0,Hilir,下游,"Kota Bharu, Tumpat, Bachok and Pasir Puteh",,,,hospital (HUSM)
Tapak Bina Awan Baru,0,432.0,432.0,Tapak Bina Awan Baru,阿旺巴鲁工地,"Kepong, Cheras",,,,
UD SS2,0,16.0,16.0,UD SS2,UD SS2餐厅,Petaling,,,,Uncle Don's SS2
Tempasuk,0,38.0,38.0,Tempasuk,担巴索,Kota Belud,,,,
Dermaga,0,48.0,48.0,Dermaga,防波提,Sandakan,,,,
Tapak Bina Jesselton,0,73.0,73.0,Tapak Bina Jesselton,哲斯顿工地,Kota Kinabalu,,,,
Jalan Tuaran,0,54.0,54.0,Jalan Tuaran,斗亚兰路,"Kota Kinabalu, Penampang, Tuaran",,,,workplace 
Jalan Haruan,0,257.0,257.0,Jalan Haruan,哈鲁安路,Seremban,,,,workplace 
Tapak Bina Sungai Udang,0,14.0,14.0,Tapak Bina Sungai Udang,双溪乌当工地,Kepong,,2.0,,construction
Chengal,0,23.0,23.0,Chengal,岑咖,"Kota Bahru, Machang",,,,
Damar Laut,0,192.0,192.0,Damar Laut,达马劳勿,"Timur Laut, Barat Daya, Padang Terap, Seberang Perai Utara, Seberang Perai Tengah, Kulim, Kubang Pasu, Sik, Larut Matang & Selama",,,,
Gemilang,0,27.0,27.0,Gemilang,辉煌,Johor Bahru,,,,
D'Bajaru,0,417.0,417.0,D'Bajaru,D峇加鲁,Lahad Datu,,,,
Gangsa,0,59.0,59.0,Gangsa,青铜,Kuala Langat,,,,
Batu Tujuh,0,688.0,688.0,Batu Tujuh,峇株7哩,"Batu Pahat, Johor Bahru",,3.0,,
Kerengge,0,7.0,7.0,Kerengge,克冷卡,Marang,,,,
Tembok,0,3169.0,3169.0,Tembok,石墙,"Kota Setar, Baling, Kuala Muda, Kubang Pasu, Padang Terap, Sik, Larut Matang & Selama, Hilir Perak, Kinta",,6.0,,
Sri Jujur,0,202.0,202.0,Sri Jujur,Sri Jujur," Klang, Sepang, Petaling",,,,workplace @ zuellig pharma workers 
Bayam Indah,0,363.0,363.0,Bayam Indah,Bayam Indah,Kulim,,,,
Cergas,0,1738.0,1738.0,Cergas,Cergas,"Seremban, Rembau, Port Dickson, Pasir Puteh, Klang",,1.0,,Factory workers @ Senawang Industrial Park
Kaya,0,1079.0,1079.0,Kaya,加雅,"Seremban, Port Dickson, Kuala Pilah, Rembau, Lembah Pantai, Cheras, Kepong, Putrajaya, Melaka Tengah, Sepang, Klang, Kuala Langat, Kuala Selangor, Petaling, Hulu Langat, Kluang, Kota Tinggi, Kota Bharu",,1.0,,
Buntar,0,252.0,252.0,Buntar,文打,"Kepong, Titiwangsa, Petaling",,4.0,,
Indah Mas,0,24.0,24.0,Indah Mas,Indah Mas,"Kepong, Titiwangsa, Cheras, Petaling",,,,
Enggor,0,372.0,372.0,Enggor,Enggor,"Kerian, Kuala Kangsar, Batang Padang, Kinta",,,,
Jaya,0,138.0,138.0,Jaya,再也,"Sepang, Seremban",,,,
Alila,0,84.0,84.0,Alila,阿里拉,"Tuaran, Kota Kinabalu",,,,construction
Karamunting,0,105.0,105.0,Karamunting,加拉文丁,Sandakan,,,,
Mengketil,0,698.0,698.0,Mengketil,Mengketil,"Kota Bahru, Machang, Tanah Merah, Besut",,1.0,,
Surat,0,47.0,47.0,Surat,苏拉特,Sandakan,,,,
Prestij,0,34.0,34.0,Prestij,Prestij,"Lembah Pantai, Titiwangsa",,,,
OAD,0,28.0,28.0,OAD,OAD,"Jelebu, Kuala Pilah, Seremban, Jempol, Hulu Langat",,,,
Seri Pasir,0,25.0,25.0,Seri Pasir,Seri Pasir,"Timur Laut, Barat Daya, Seberang Perai Tengah",,,,
Kobena,0,43.0,43.0,Kobena,Kobena,Johor Bahru,,1.0,,SARI
Kota Kecil,0,15.0,15.0,Kota Kecil,小哥打,Kota Tinggi,,,,
Penjara Sandakan,0,810.0,810.0,Penjara Sandakan,山打根监狱,Sandakan,,1.0,,Detention
Lengkuk,0,299.0,299.0,Lengkuk,冷谷,"Sepang, Hulu Langat, Petaling, Kuala Langat, Seremban, Port Dickson, Rembau, Jelebu, Kuala Pilah",,,,
Utama,0,283.0,283.0,Utama,万达,"Gombak, Hulu Langat, Petaling, Kuala Selangor, Sepang, Alor Gajah, Lembah Pantai, Titiwangsa, Kepong, Cheras",,,,Shopping mall
Bah Manggis,0,417.0,417.0,Bah Manggis,巴芒吉斯,"Tawau, Kuala Langat, Klang, Gombak, Sepang, Seremban, Port Dickson",,,,
Tenaga,0,121.0,121.0,Tenaga,特纳加,Labuan,,,,
Kasih,0,70.0,70.0,Kluster Kasih,卡西,"Lahad Datu, Kota Kinabalu",,,,
Makmur,0,33.0,33.0,Makmur,Makmur,"Johor Bahru, Kulai",,,,
Summer,0,12.0,12.0,Summer,Summer,Timur Laut,,,,Residence (condo)
Tabligh,0,3375.0,3375.0,Tabligh,宗教集会,,,34.0,,Mosque
Benteng Lahad Datu,0,1146.0,1146.0,Benteng Lahad Datu,拿笃堡垒,"Lahad Datu, Tawau, Sandakan, Kinabatangan, Tuaran",,1.0,,Detention
Bukit Jalil IDD,0,653.0,653.0,DTI Bukit Jalil,武吉加里尔扣留所,,,1.0,,Immigration
Penjara Reman,0,524.0,524.0,Penjara Reman,扣留所,Timur Laut,,1.0,,Detention
Rumah Merah,0,790.0,790.0,Rumah Merah,红屋,Kota Kinabalu,,2.0,,Detention
Bangau-bangau,0,432.0,432.0,Bangau-bangau,邦傲邦傲,Semporna,,4.0,,Stateless and foreigners
Saguking,0,414.0,414.0,Saguking,沙古京,Labuan,,2.0,,
Pedas,0,326.0,326.0,Pedas,不叻士,,,,,
Usaha,0,588.0,588.0,Usaha,乌沙哈,"Klang, Petaling, Kuala Langat, Kuala Selangor, Sepang, Titiwangsa, Lembah Pantai, Segamat",,,,
Ramai-ramai,0,278.0,278.0,Ramai-ramai,拉麦拉麦,Sandakan,,1.0,,Sandakan bus driver (ferried EC workers)
Pesantren Students,0,238.0,238.0,Pelajar Pesantren,印尼返马生,,,,,Students (tahfiz)
Sungai Lui,0,211.0,211.0,Sungai Lui,双溪镭,,,,,Students (tahfiz)
Mesra,0,223.0,223.0,Mesra,亲善,Sandakan,,1.0,,
KL wholesale market,0,204.0,204.0,Pasar Borong KL,吉隆坡批发公市,,,1.0,,Market (Pasar Borong)
Bandar Baru Ibrahim Majid,0,193.0,193.0,Bandar Baru Ibrahim Majid,依布拉欣马吉新镇,,,4.0,,
Church,0,191.0,191.0,Gereja,教堂,,,3.0,,Church
Selangor Mansion,0,179.0,179.0,Selangor Mansion,雪兰莪公寓大厦,,,,,Workers dorm
Bayan,0,167.0,167.0,Bayan,峇央,"Timur Laut, Barat Daya, Seberang Perai, Utara, Seberang Perai Tengah, Seberang Perai Selatan, Bandar Baharu, Kubang Pasu, Kuala Muda, Kulim, Kota Setar, Kerian, Larut Matang & Selama",,,,
Jalan Meru,0,143.0,143.0,Jalan Meru,中路,"Huu Langat, Klang, Gombak, Petaling, Hulu Selangor, Kuala Selangor, Johor Bahru, Batu Pahat, Kota Bahru, Titiwangsa, Lembah Pantai, Kepong, Cheras, Temerloh, Muallim",,,,
Rengas,0,136.0,136.0,Rengas,Rengas,Kuala Kangsar,,,,Students @ USAS
Avenue,0,146.0,146.0,Avenue,Avenue,Penampang,,,,construction
UDA Executive,0,121.0,121.0,UDA Eksekutif,官联公司高层,,,,,Workplace (meetings by UDA top ranks)
Sendayan,0,112.0,112.0,Sendayan,申达央,,,1.0,,
Sofi,0,107.0,107.0,Sofi,索菲,Seremban,,,,School students (tahfiz)
Mampulut,0,101.0,101.0,Mampulut,马布鲁,Keningau,,,,
Bandar Baru Bangi Wedding,0,96.0,96.0,Perkahwinan B Baru Bangi,万宜婚宴,,,,,Wedding
Basung,0,94.0,94.0,Basung,巴松,Kudat,,,,
Jambatan B,0,111.0,111.0,Jambatan B,B桥,Sandakan,,4.0,,
Greenhill,0,91.0,91.0,Greenhill,青山,"Kuching, Miri, Bintulu",,,,Pub
Chow Kit Market,0,90.0,90.0,Pasar Chow Kit,秋杰巴刹,,,,,Market 
Tanamera,0,89.0,89.0,Tanamera,达纳美拉,"Tawau, Tuaran",,,,
GK Tawau,0,102.0,102.0,GK Tawau,GK斗湖,Tawau,,,,
Menara,0,85.0,85.0,Menara,大厦,"Hulu Langat, Petaling, Gombak, Klang, Sepang, Kuala Langat, Cheras, Titiwangsa, Lembah Pantai, Putrajaya, Larut Matang & Selama, Kuala Nerus, Melaka Tengah",,,,
Permatang,0,85.0,85.0,Permatang,柏玛当,"Kulim, Langkawai, Kota Setar, Bandar Baharu, Kuala Muda, Seberang Perai Tengah, Seberang Perai Utara, Timur Laut, Seberang Perai Selatan, Kinta, Arau",,1.0,,
Madrasah Sungai Salan,0,85.0,85.0,Madrasah Sungai Salan,双溪沙兰宗教学校,,,,,Mosque
Simera,0,84.0,84.0,Simera,希美拉,"Besut, Kuantan, Petaling, Klang, Hulu Langat, Gombak, Port Dickson, Manjung, Hilir Perak, Johor Bahru, Muar, Lembah Pantai, Putrajaya, Tanah Merah",,,,Sime Darby workers
Benteng Port Klang,0,80.0,80.0,Benteng Port Klang,巴生堡垒,Klang,,,,Detention  / immigration
Pudu,0,80.0,80.0,Pudu,富都,,,,,Market 
Jalan Bomba,0,102.0,102.0,Jalan Bomba,消防路,Sandakan,,2.0,,
Melati,0,77.0,77.0,Melati,美拉蒂,"Titiwangsa, Kepong, Cheras, Klang, Petaling, Hulu Langat, Kuantan, Bagan Datuk, Hilir Perak",,,,
Bah Tropicana,0,76.0,76.0,Bah Tropicana,巴丽阳,"Petaling, Gombak, Klang, Titiwangsa, Lembah Pantai, Kepong, Cheras",,,,Workers' dorm @ Tropicana Golf & Country Club
Kapas BJ,0,76.0,76.0,Kapas BJ,Kapas BJ,"Hulu Langat, Selangor",,,,Factory @ Semenyih 
KL construction 2,0,73.0,73.0,Tapak pembinaan KL 2,吉隆坡工地2,,,1.0,,Consruction site
Sepang IDD,0,72.0,72.0,DTI Sepang,雪邦扣留所,,,,,Immigration
Titian,0,87.0,87.0,Titian,迪迪安,Labuan,,3.0,,
Samudera,0,79.0,79.0,Samudera,森姆特拉,Sandakan,,,,Detainees
Semenyih IDD,0,66.0,66.0,DTI Semenyih,士毛月扣留所,,,,,Immigration
Kuching medical staff,0,65.0,65.0,Petugas kesihatan Kuching,古晋医护人员,,,,,Healthcare workers
Italy / RK family,0,65.0,65.0,Itali / Keluarga RK,意大利/RK家族,,,5.0,,Returnee 
Engineering,0,65.0,65.0,Kejuruteraan,工程师,,,,,Workplace 
Inai,0,63.0,63.0,Inai,依奈,Kudat,,,,
Makekar,0,62.0,62.0,Makekar,麦克卡,"Kemaman, Dungun, Kuala Terenganu, Marang, Besut, Kuala Nerus, Klang",,,,
Sungei Way,0,62.0,62.0,Sungei Way,双溪威,"Petaling, Klang, Gombak, Hulu Langat, Kuala Langat, Titiwangsa, Cheras, Lembah Pantai, Timur Laut, Seberang, Perai Utara",,,,
Taman Bunga,0,66.0,66.0,Taman Bunga,武雅花园,"Seremban, Kuala Pilah, Jelebu, Jempoi",,,,Workplace (Jabatan Pendidikan N Sembilan)
Astaka,0,64.0,64.0,Astaka,阿斯达卡,"Petaling, Kuala Selangor, Klang, Maran",,,,Workplace (office)
Bah Medan,0,65.0,65.0,Bah Medan,巴美丹,Sepang,,,,
Keladi,0,61.0,61.0,Keladi,格拉迪,"Klang, Kuala Langat",,,,
Cahaya,0,55.0,55.0,Cahaya,查哈雅,"Petaling, Tampin, Titiwangsa, Lembah Pantai, Kepong, Cheras",,,,
Kempas,0,55.0,55.0,Kempas,甘拔士,"Johor Bahru, Kulai, Pontian, Kluang",,,,
City One Plaza,0,55.0,55.0,Menara City One,City One,,,1.0,,Workers' dorm
Limbungan,0,54.0,54.0,Limbungan,Limbungan,Labuan,,,,
Rembau,0,53.0,53.0,Rembau,林茂,,,,,
Merpati,0,52.0,52.0,Merpati,迈巴迪,"Sepang, Gombak",,,,
Selayang Baru,0,52.0,52.0,Selayang Baru,士拉央峇鲁,,,,,
Kasah,0,60.0,60.0,Kasah,Kasah,Kepong,,,,Security guards @ Damansara Heights
Sutera,0,126.0,126.0,Sutera,苏特拉,Kota Kinabalu,,,,
Teduh,0,52.0,52.0,Teduh,德都,Lahad Datu,,,,
Bah Sintok,0,50.0,50.0,Bah Sintok,巴纯笃,Kubang Pasu,,,,
Bina Labuan,0,50.0,50.0,Bina Labuan,纳闽建筑,Labuan,,1.0,,
Liawan,0,51.0,51.0,Liawan,里亚万,keningau,,1.0,,
Highway,0,48.0,48.0,Highway,高速大道,Kota Belud,,,,
Alma,0,46.0,46.0,Alma,阿儿玛,"Seberang Perai Tengah, Seberang Perai Selatan, Seberang Perai Utara, Kerian, Bandar Baharu, Kulim",,,,
Baki,0,46.0,46.0,Baki,峇基,"Kuching, Kinta. Larut Matang & Selama",,,,
Nahaba,0,69.0,69.0,Keningau,纳哈巴,"Kota Belud, Sipitang, Tuaran",,,,
Sivagangga,0,45.0,45.0,Sivagangga,西瓦岡格,,,,,Returnee (from Sivagangga)
Wisma Saberkas,0,44.0,44.0,Wisma Saberkas,青统大厦,Kuching,,,,Shopping mall
Berendam,0,45.0,45.0,Berendam,安南,"Alor Gajah, Melaka, Tengah, Tangkak",,,,Factory
Bali,0,43.0,43.0,Bali,巴厘岛,,,4.0,,
Teja Kasih,0,41.0,41.0,Teja Kasih,Teja Kasih,"Kinta, Kapar",,,,
Kertang,0,42.0,42.0,Kertang,哥当,Kota Belud,,,,
Tinusa,0,70.0,70.0,Tinusa,蒂努沙,Sandakan,,1.0,,
Taman BDC Kuching,0,41.0,41.0,Taman BDC Kuching,古晋BDC花园,,,,,
Madrasah Ayer Merbau,0,41.0,41.0,Madrasah Ayer Merbau,亚马鲍宗教学校,,,,,Students (tahfiz)
Cheras security guard,0,39.0,39.0,Pengawal Keselamatan,蕉赖保安人员,,,,,Security guards
PKNS Flat,0,37.0,37.0,Flat PKNS,PKNS组屋,Titiwangsa,,1.0,,Residence (high rise)
Senior citizens,0,36.0,36.0,Warga Emas,乐龄人士,,,5.0,,Old folks home
Mentari,0,36.0,36.0,Mentari,孟达里,"Petaling, Klang, Gombak, Hulu Langat, Seremban, Kepong",,1.0,,
Merbok,0,35.0,35.0,Merbok,斑鸠,"Kuala Langat, Klang, Hulu Langat, Petaling, Kuala Selangor",,,,
Omadal,0,35.0,35.0,Omadal,奥马达,Semporna,,,,
Sauh,0,35.0,35.0,Sauh,沙勿,"Kota Kinabalu, Tawau, Semporna, Papar, Miri. Daro, Jasin",,,,
Sabah medic,0,35.0,35.0,Petugas kesihatan Sabah,沙巴医护人员,,,,,Healthcare workers
Tempayan,0,35.0,35.0,Tempayan,登巴央,"Penampang, Kota Kinabalu",,,,
Cleaning service company,0,34.0,34.0,Syarikat pembersihan,清洁公司,,,,,Cleaners
Aero,0,31.0,31.0,Aero,Aero,Petaling,,,,
Bah Bundle,0,31.0,31.0,Bah Bundle,巴班德,"Labuan, Johor Bahru",,,,
Padang,0,17.0,17.0,Padang,巴东,Kota Tinggi,,,,
Plaza,0,34.0,34.0,Plaza,Plaza,Kota Kinabalu,,,,
Saga,0,31.0,31.0,Saga,赛佳,Kota Kinabalu,,,,
Sentosa,0,31.0,31.0,Sentosa,圣淘沙医院,,,,,
KL construction,0,31.0,31.0,Tapak pembinaan KL,吉隆坡工地,,,,,construction
Bandar Baru Bangi,0,31.0,31.0,Bandar Baru Bangi,万宜新镇,,,1.0,,Wedding
Kasir,0,34.0,34.0,Kasir,Kasir,Tawau,,,,
Taman Laut,0,30.0,30.0,Taman Laut,拉勿,Petaling,,,,Market (SEA Park)
Teluk,0,35.0,35.0,Teluk,直落,Kota Kinabalu,,,,
Bah Kenangan,0,29.0,29.0,Bah Kenangan,巴肯纳格,Hulu Langat,,,,
Seri Terapi,0,31.0,31.0,Seri Terapi,斯里特拉皮,"Kepong, Cheras, Lembah Pantai, Alor Gajah, Gombak, Petaling",,,,
Bakti,0,1068.0,1068.0,Bakti,Bakti,Seremban,,,,detention
Bah Kasturi,0,28.0,28.0,Bah Kasturi,巴卡斯杜里,"Cheras, Titiwangsa, Lembah Pantai, Hulu Langat",,,,Menteri Agama
Bestari,0,28.0,28.0,Bestari,贝斯达里,Sandakan,,,,
Sakti,0,28.0,28.0,Sakti,沙狄,Lahad Datu,,,,Proton HQ
Jln Othman market,0,28.0,28.0,Pasar Jln Othman,奥曼路巴刹,Petaling,,,,Market
Tabligh Makasar Johor,0,27.0,27.0,Tabligh Makasar Johor,柔望加锡宗教集会,,,,,Mosque
Kencana,0,26.0,26.0,Kencana,金光,"Hulu Langat, Petaling, Klang, Gombak, Cheras, Johor Bahru, Batu Pahat, Pontian",,,,
Long,0,26.0,26.0,Long,龙,"Hulu Langat, Petaling, Sepang, Titiwangsa, Lembah Pantai, Kepong",,,,
Bina,0,25.0,25.0,Bina,宾纳,"Beaufort, Sipitang",,,,
Ikhtisas,0,25.0,25.0,Ikhtisas,专业,"Petaling, Klang, Jeli, Seremban",,,,
Kube,0,27.0,27.0,Kube,Kube,"Kota Bharu, Tanah Merah, Petaling",,,,
Seri Anggerik,0,24.0,24.0,Seri Anggerik,斯里安格力,Hulu Selangor,,,,
Tasik,0,24.0,24.0,Tasik,湖边,"Miri, Petaling, Hulu Langat, Klang",,,,
Kampung Baru,0,24.0,24.0,Kampung Baru,甘榜峇鲁,Tititwangsa,,1.0,,Residence 
Muar Hospital,0,24.0,24.0,Hospital Muar,麻坡医院,Muar,,,,Healthcare workers
Baiduri,0,22.0,22.0,Baiduri,百都里,"Hulu Langat, Gombak, Port Dickson, Cheras, Titiwangsa, Lembah Pantai",,,,
Istimewa,0,26.0,26.0,Istimewa,特别,Sandakan,,,,
Jalan Kalabakan,0,26.0,26.0,Jalan Kalabakan,卡拉巴干路,Tawau,,,,
Palma,0,22.0,22.0,Palma,巴尔马,"Gombak, Hulu Selangor, Kepong",,,,
Tatahan,0,22.0,22.0,Tatahan,塔塔汉,Kota Kinabalu,,1.0,,
Telipok,0,22.0,22.0,Telipok,打里卜,"Kota Kinabalu, Tuaran",,,,
Palace,0,22.0,22.0,Istana Negara,国家皇宫,,,,,Palace staff
Pekan,0,22.0,22.0,Pekan,北根,,,,,
Tabligh New Delhi,0,22.0,22.0,Tabligh New Delhi,新德里宗教集会,,,,,Mossque
Fores,0,21.0,21.0,Fores,Fores,"Petaling, Gombak, Klang, Kepong",,,,FRIM?
Haven,0,22.0,22.0,Haven,Haven,Lahad Datu,,,,Healthcare workers
Khazanah,0,21.0,21.0,Khazanah,卡扎纳,Lahad Datu,,,,Detainees
Seridana,0,20.0,20.0,Seridana,斯里丹纳,Putrajaya,,,,Auxilliary police @ PMO
Tomher MC,0,24.0,24.0,Tomher,Tomher,Ranau,,,,
Sentral,0,19.0,19.0,Sentral ,中环,"Kepong, Cheras, Titiwangsa, Lembah Pantai, Petaling",,1.0,,Healthcare facility (Cardio Vascular Sentral) - staff & patient
KL Hospital,0,19.0,19.0,Hospital KL,吉隆坡医院,,,,,Healthcare workers
Danau,0,18.0,18.0,Danau,达瑙,Titiwangsa,,,,
Jambu,0,18.0,18.0,Jambu,占布,Hulu Langat,,,,
Olive,0,18.0,18.0,Olive,奥利夫,Hulu Langat,,,,
Kluang old folks home,0,18.0,18.0,Pusat warga emas Kluang,居銮老人院,,,1.0,,Old folks' home
Sg Buloh medics,0,18.0,18.0,Petugas kesihatan Sg Buloh,双溪毛糯医护人员,,,,,Healthcare workers
Sky Coklat,0,54.0,54.0,Sky Coklat,巧克力天空,Labuan,,1.0,,
Bah Kayu,0,4548.0,4548.0,Bah Kayu,巴加育,"Gombak, Titiwangsa",,,,
Bandaran,0,18.0,18.0,Bandaran ,班达兰,"Kota Kinabalu, Tuaran, Papar, Penampang",,,,
Buang Sayang,0,17.0,17.0,Buang Sayang,布安沙央,Sipitang,,,,
Kejora,0,17.0,17.0,Kejora,Kejora,Kota Kinabalu,,,,
Kau Sing,0,16.0,16.0,Kau Sing,考星,Tawau,,,,
Softwood LD,0,16.0,16.0,Softwood LD,Softwood LD,Lahad Datu,,,,Workplace
Tembaga,0,16.0,16.0,Tembaga,登巴加,"Timur Laut, Barat Daya",,,,
Abell,0,15.0,15.0,Abell,阿贝尔,Kuching,,,,
